"""[A-Z]\\d\\s?\\d[A-Z]{2}|[A-Z]\\d{2}\\s?\\d[A-Z]{2}|[A-Z]{2}\\d""
\t    ""\\s?\\d[A-Z]{2}|[A-Z]{2}\\d{2}\\s?\\d[A-Z]{2}|[A-Z]\\d[A-Z]\\s?""
\t    ""\\d[A-Z]{2}|[A-Z]{2}\\d[A-Z]\\s?\\d[A-Z]{2}|[A-Z]{3}\\s?\\d[A-Z]""
\t    ""{2}""";"REG_EXTENDED";"0"
"""a{11}(b{2}c){2}""";"REG_EXTENDED";"0"
"""a{2}{2}xb+xc*xd?x""";"REG_EXTENDED";"0"
"""^!packet [0-9]{1,3}\\.[0-9]{1,3}\\.[0-9]{1,3}\\.[0-9]{1,3} [0-9]+""";"REG_EXTENDED";"0"
"""^!pfast [0-9]{1,15} ([0-9]{1,3}\\.){3}[0-9]{1,3}[0-9]{1,5}$""";"REG_EXTENDED";"0"
"""(a)*-\\1b""";"REG_EXTENDED";"0"
"""((.*)\\1)+""";"REG_EXTENDED";"0"
"""(fou){# ~1}""";"REG_EXTENDED";"0"
"""(fuu){#}""";"REG_EXTENDED";"0"
"""(fuu){# ~}""";"REG_EXTENDED";"0"
"""(anaconda){ 1i + 1d < 1, #1}""";"REG_EXTENDED";"0"
"""(anaconda){ 1i + 1d < 1 #1 ~10 }""";"REG_EXTENDED";"0"
"""(anaconda){ #1, ~1, 1i + 1d < 1 }""";"REG_EXTENDED";"0"
"""(znacnda){ #1 ~3 1i + 1d < 1 }""";"REG_EXTENDED";"0"
"""(znacnda){ #1 ~3 1i + 1d < 2 }""";"REG_EXTENDED";"0"
"""(ananda){ 1i + 1d < 2 }""";"REG_EXTENDED";"0"
"""(fuu){ +3 -3 ~5}""";"REG_EXTENDED";"0"
"""(fuu){ +2 -2 ~5}""";"REG_EXTENDED";"0"
"""(fuu){ +3 -3 ~}""";"REG_EXTENDED";"0"
"""(laurikari){ #3, 1i + 1d < 3 }""";"REG_EXTENDED";"0"
"""(foobar){~}""";"REG_EXTENDED";"0"
"""(foobar){~2}""";"REG_EXTENDED";"0"
"""(foobar){+2#2~2}""";"REG_EXTENDED";"0"
"""\\<(foobar){~}\\>""";"REG_EXTENDED";"0"
"""^(foobar){~1}$""";"REG_EXTENDED";"0"
"""(foobar){+1 -2 #3, 2d + 1s < 4}""";"REG_EXTENDED";"0"
"""foo(bar){~1}zap""";"REG_EXTENDED";"0"
"""^.*(dot.org){~}.*$""";"REG_EXTENDED";"0"
"""(foo{~})\\1""";"REG_EXTENDED";"REG_BADPAT"
"""foobar""";"REG_EXTENDED";"0"
"""foobar""";"REG_EXTENDED | REG_NOSUB";"0"
"""aaaa""";"REG_EXTENDED";"0"
"""(a*)""";"REG_EXTENDED";"0"
"""(a*)*""";"REG_EXTENDED";"0"
"""((a*)*)*""";"REG_EXTENDED";"0"
"""(a*bcd)*""";"REG_EXTENDED";"0"
"""(a*)+""";"REG_EXTENDED";"0"
"""((a*)*b)*b""";"REG_EXTENDED";"0"
"""""";"0";"0"
"""(a*)aaaaaa""";"REG_EXTENDED";"0"
"""(a*)(a*)""";"REG_EXTENDED";"0"
"""(abcd|abc)(d?)""";"REG_EXTENDED";"0"
"""(abc|abcd)(d?)""";"REG_EXTENDED";"0"
"""(abc|abcd)(d?)e""";"REG_EXTENDED";"0"
"""(abcd|abc)(d?)e""";"REG_EXTENDED";"0"
"""a(bc|bcd)(d?)""";"REG_EXTENDED";"0"
"""a(bcd|bc)(d?)""";"REG_EXTENDED";"0"
"""a*(a?bc|bcd)(d?)""";"REG_EXTENDED";"0"
"""a*(bcd|a?bc)(d?)""";"REG_EXTENDED";"0"
"""(a|(a*b*))*""";"REG_EXTENDED";"0"
"""((a*b*)|a)*""";"REG_EXTENDED";"0"
"""a.*(.*b.*(.*c.*).*d.*).*e.*(.*f.*).*g""";"REG_EXTENDED";"0"
"""(wee|week)(night|knights)s*""";"REG_EXTENDED";"0"
"""a*""";"REG_EXTENDED";"0"
"""aa*""";"REG_EXTENDED";"0"
"""aaa*""";"REG_EXTENDED";"0"
"""aaaa*""";"REG_EXTENDED";"0"
"""((a)|(b))*c""";"REG_EXTENDED";"0"
"""foo((bar)*)*zot""";"REG_EXTENDED";"0"
"""foo((zup)*|(bar)*|(zap)*)*zot""";"REG_EXTENDED";"0"
"""(a|ab)(blip)?""";"REG_EXTENDED";"0"
"""(ab|a)(blip)?""";"REG_EXTENDED";"0"
"""((a|b)*)a(a|b)*""";"REG_EXTENDED";"0"
"""((a|aba)*)(ababbaba)((a|b)*)""";"REG_EXTENDED";"0"
"""((a|aba|abb|bba|bab)*)(ababbababbabbbabbbbbbabbaba)((a|b)*)""";"REG_EXTENDED";"0"
"""""";"0";"0"
"""(a|)""";"REG_EXTENDED";"0"
"""a|""";"REG_EXTENDED";"0"
"""|a""";"REG_EXTENDED";"0"
"""(a*)b(c*)""";"REG_EXTENDED";"0"
"""(a)""";"REG_EXTENDED";"0"
"""((a))""";"REG_EXTENDED";"0"
"""(((a)))""";"REG_EXTENDED";"0"
"""((((((((((((((((((((a))))))))))))))))))))""";"REG_EXTENDED";"0"
"""ksntoeaiksntoeaikstneoaiksnteoaiksntoeaiskntoeaiskntoekainstoei""
\t    ""askntoeakisntoeksaitnokesantiksoentaikosentaiksoentaiksnoeaiskn""
\t    ""teoaksintoekasitnoeksaitkosetniaksoetnaisknoetakistoeksintokesa""
\t    ""nitksoentaisknoetaisknoetiaksotneaikstoekasitoeskatioksentaikso""
\t    ""enatiksoetnaiksonateiksoteaeskanotisknetaiskntoeasknitoskenatis""
\t    ""konetaisknoteai""";"0";"0"
"""((aab)|(aac)|(aa*))c""";"REG_EXTENDED";"0"
"""^(([^!]+!)?([^!]+)|.+!([^!]+!)([^!]+))$""";"REG_EXTENDED";"0"
"""^([^!]+!)?([^!]+)$|^.+!([^!]+!)([^!]+)$""";"REG_EXTENDED";"0"
"""^(([^!]+!)?([^!]+)|.+!([^!]+!)([^!]+))$""";"REG_EXTENDED";"0"
"""M[ou]'?am+[ae]r .*([AEae]l[- ])?[GKQ]h?[aeu]+([dtz][dhz]?)+af[iy]""";"REG_EXTENDED";"0"
